"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"42","Female","Married","37913.89","Employed","0.112","596","11247.17","Other","11.47","36","E2","10","51727.49","13325.53","4","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","9-15k","paid"
"54","Male","Married","12937.35","Employed","0.178","769","27952.8","Business","6.72","60","B2","3","15659.43","10669.1","1","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","21k","paid"
"31","Male","Single","41048.05","Employed","0.224","675","7727.03","Other","10.58","36","C2","6","50222.62","41786.29","3","1","1","2-Standard","3","C","25-34","2. Standard(20-35%)","<9k","paid"
"23","Male","Married","70854.31","Employed","0.146","680","15071.13","Home","14.6","36","C1","6","57340.53","9838.85","1","0","1","2-Standard","3","C","<25","1. Excellent(<20%)","15-21k","paid"
"62","Male","Single","21501.38","Employed","0.043","788","8891.2","Debt consolidation","9.76","36","B1","1","22921.43","4430.87","3","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","<9k","paid"
"26","Female","Married","35952.19","Employed","0.099","642","19267.02","Education","9.97","36","D4","6","48884.54","26226.65","3","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","15-21k","paid"
"26","Female","Married","44275.77","Unemployed","0.217","748","30197.03","Debt consolidation","8.67","60","B1","6","35086.37","13466.86","3","0","0","1-Excellent","5","B","25-34","2. Standard(20-35%)","21k","default"
"40","Female","Married","17970.51","Employed","0.188","775","15761.5","Debt consolidation","10.1","36","B4","4","21649.6","6564.16","0","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","15-21k","paid"
"41","Female","Single","58343.16","Student","0.082","639","21433.05","Debt consolidation","10.6","36","D1","5","77426.85","47374.09","2","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"22","Other","Single","20947.19","Self-employed","0.524","615","15567.77","Home","11.22","36","D2","7","28832.88","4440.57","4","0","0","2-Standard","3","D","<25","4. Danger(>0.43%)","15-21k","default"
"46","Male","Divorced","39116.04","Employed","0.226","714","15105.69","Debt consolidation","7.13","36","C4","3","39753.1","26429.65","4","1","1","2-Standard","3","C","35-49","2. Standard(20-35%)","15-21k","paid"
"51","Male","Single","33229.68","Employed","0.114","572","13397.61","Debt consolidation","13.18","36","F3","9","33942.06","12991.01","2","0","1","3-Risky","3","F","50-59","1. Excellent(<20%)","9-15k","paid"
"46","Female","Single","73305.16","Employed","0.168","580","20221.35","Debt consolidation","13.39","36","E3","5","55385.7","46243.8","2","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","15-21k","paid"
"52","Male","Married","41381.68","Employed","0.377","785","18146.09","Education","8.2","60","B3","5","27829.79","7567.2","1","0","1","1-Excellent","5","B","50-59","3. Risky(36-43%)","15-21k","paid"
"30","Female","Single","9407.56","Self-employed","0.302","693","9722.39","Home","9.18","60","C3","4","12644.88","2533.45","1","0","1","2-Standard","5","C","25-34","2. Standard(20-35%)","9-15k","paid"
"43","Male","Married","38265.39","Employed","0.083","690","5872.77","Debt consolidation","15.13","36","C1","8","48807.49","20206.01","4","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"26","Female","Single","39266.39","Retired","0.143","647","15765.18","Debt consolidation","11.43","36","D1","8","61336.35","6096.71","2","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","15-21k","paid"
"43","Female","Married","47345.66","Employed","0.118","670","23173.63","Home","14.31","36","C2","8","59917.72","32629.56","2","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","21k","paid"
"48","Male","Married","25753.24","Employed","0.306","759","38070.14","Education","9.72","36","B1","5","28255.56","10903.66","1","0","1","1-Excellent","3","B","35-49","2. Standard(20-35%)","21k","paid"
"69","Male","Divorced","14450.09","Unemployed","0.037","635","13149.55","Debt consolidation","14.56","36","D3","4","18431.56","11708.55","1","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","9-15k","default"
"50","Male","Single","14179.4","Employed","0.086","624","13620.24","Debt consolidation","16.88","60","D2","4","22153.36","5901.86","5","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","9-15k","paid"
"34","Female","Single","31271.94","Self-employed","0.195","769","16165.14","Debt consolidation","11.32","36","B4","5","44583.58","31459.72","0","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"57","Male","Divorced","94473.75","Unemployed","0.376","617","13834.07","Car","13.5","36","D1","4","97292.36","89645.07","3","0","0","2-Standard","3","D","50-59","3. Risky(36-43%)","9-15k","default"
"75","Female","Married","34604.6","Employed","0.182","637","4531.38","Debt consolidation","12.95","36","D2","3","38376.67","7352.16","2","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","<9k","paid"
"52","Male","Married","33474.06","Employed","0.236","749","21158.75","Education","11.42","36","B1","3","38491.66","36543.01","4","0","1","1-Excellent","3","B","50-59","2. Standard(20-35%)","21k","paid"
"69","Male","Single","41145.22","Employed","0.087","722","21317.04","Business","12.91","36","C5","8","60453.43","17819.71","4","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","21k","paid"
"54","Male","Married","62061.32","Employed","0.086","722","4214.28","Debt consolidation","10.54","60","C2","9","99300.93","46380.92","0","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","<9k","paid"
"61","Female","Single","28247.86","Employed","0.304","638","15796.92","Home","15.7","60","D4","4","46352.09","26589.64","3","0","1","2-Standard","5","D","60+","2. Standard(20-35%)","15-21k","paid"
"64","Male","Single","57931.63","Student","0.108","627","15286.48","Debt consolidation","11.34","36","D3","4","54367.5","16594.13","0","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","paid"
"71","Female","Married","67245.62","Employed","0.187","676","20610.43","Debt consolidation","10.21","60","C2","9","64180.58","58715.15","2","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","15-21k","paid"
"42","Female","Widowed","54614.79","Unemployed","0.225","674","17787.53","Education","14.27","60","C3","8","53212","12600.72","3","0","0","2-Standard","5","C","35-49","2. Standard(20-35%)","15-21k","default"
"51","Male","Single","69219.25","Employed","0.052","600","10290.75","Other","16.19","36","E5","6","64502.64","44313.26","3","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","9-15k","paid"
"27","Male","Single","112165.65","Unemployed","0.067","699","23064.1","Debt consolidation","13.29","60","C4","7","136006.95","27758.75","2","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","21k","paid"
"61","Female","Single","34267.94","Self-employed","0.023","519","22863.04","Education","16.36","36","F1","5","44491.01","14690.6","2","0","1","3-Risky","3","F","60+","1. Excellent(<20%)","21k","paid"
"41","Male","Married","26920.46","Retired","0.093","688","2538.08","Debt consolidation","11.57","36","C2","3","30903.34","16069.12","0","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","<9k","paid"
"36","Male","Married","15494.91","Unemployed","0.298","551","2286.1","Vacation","13.05","36","F3","7","26493.5","6012.09","3","0","0","3-Risky","3","F","35-49","2. Standard(20-35%)","<9k","default"
"40","Female","Single","43809.27","Unemployed","0.205","783","16907.73","Debt consolidation","11.93","60","B3","6","28268.84","20801.8","1","0","0","1-Excellent","5","B","35-49","2. Standard(20-35%)","15-21k","default"
"63","Male","Married","34272.37","Employed","0.456","688","10571.09","Debt consolidation","13.86","36","C4","3","22053.71","20720.7","1","0","0","2-Standard","3","C","60+","4. Danger(>0.43%)","9-15k","default"
"64","Male","Single","58030.33","Self-employed","0.347","492","26672.97","Debt consolidation","11.77","36","F5","3","73044.34","60134.58","5","0","1","3-Risky","3","F","60+","2. Standard(20-35%)","21k","paid"
"67","Other","Single","31707.78","Employed","0.112","708","16807.6","Debt consolidation","7.9","36","C1","6","45423.74","28025.56","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"70","Male","Single","19321.68","Employed","0.127","755","28805.76","Debt consolidation","13.15","36","B2","2","16241.45","11735.34","4","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","21k","paid"
"39","Female","Single","34662.88","Employed","0.371","522","9652.39","Medical","15.36","60","F5","8","52335.44","25551.84","3","0","0","3-Risky","5","F","35-49","3. Risky(36-43%)","9-15k","default"
"68","Male","Single","12294.99","Unemployed","0.031","793","8837.91","Education","11.02","36","B4","3","12361.47","5882.43","1","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","<9k","paid"
"52","Female","Single","34108.56","Employed","0.151","737","14344.18","Vacation","10.17","36","C3","2","50963.18","3856.41","4","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","9-15k","paid"
"35","Female","Married","24464.46","Retired","0.134","727","27229.78","Home","12.58","60","C5","7","20782.86","19182.39","0","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","21k","paid"
"25","Male","Single","76262.14","Unemployed","0.107","659","20402.07","Debt consolidation","13.73","36","D4","6","100744.36","23845.18","0","0","0","2-Standard","3","D","25-34","1. Excellent(<20%)","15-21k","default"
"31","Female","Single","80096.21","Employed","0.279","652","28227.8","Other","13.29","36","D4","8","58589.17","36496.57","3","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","21k","paid"
"35","Female","Single","36227.3","Employed","0.073","616","7933.2","Vacation","14.64","36","D1","4","54252.81","35490.36","2","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","<9k","paid"
"49","Male","Single","11578.84","Employed","0.124","770","5840.59","Business","9.17","36","B2","7","15968.63","10600.5","0","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"70","Female","Single","18729.54","Self-employed","0.077","741","11416.16","Business","6.9","36","B1","3","24709.1","15447.98","3","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","9-15k","paid"
"65","Male","Single","36114.24","Employed","0.193","598","20597.64","Debt consolidation","10.98","60","E2","2","30033.04","8364.39","3","0","1","2-Standard","5","E","60+","1. Excellent(<20%)","15-21k","paid"
"24","Female","Widowed","21314.41","Employed","0.179","673","25249.13","Other","11.92","36","C4","7","24417.7","20766.63","1","0","1","2-Standard","3","C","<25","1. Excellent(<20%)","21k","paid"
"69","Female","Married","30376.5","Employed","0.242","794","16609.75","Debt consolidation","10.84","36","B5","5","40143.24","14440.14","3","0","1","1-Excellent","3","B","60+","2. Standard(20-35%)","15-21k","paid"
"56","Male","Married","98027.46","Employed","0.069","666","8920.49","Medical","16.81","36","D2","6","132557.57","44959.24","2","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","<9k","paid"
"68","Male","Married","27414.1","Unemployed","0.279","688","4075.81","Debt consolidation","14.05","36","C3","3","40060.25","36501.22","2","0","0","2-Standard","3","C","60+","2. Standard(20-35%)","<9k","default"
"43","Male","Married","37238.97","Employed","0.113","557","6406.24","Home","17.05","60","F3","3","47805.44","14715.42","3","0","1","3-Risky","5","F","35-49","1. Excellent(<20%)","<9k","paid"
"35","Female","Married","43081.26","Employed","0.053","765","23031.39","Medical","8.26","36","B1","6","46018.46","16865.3","3","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","21k","paid"
"66","Male","Married","20347.97","Employed","0.114","584","6851.97","Home","14.41","36","E2","3","18737.57","2398.07","1","0","1","2-Standard","3","E","60+","1. Excellent(<20%)","<9k","paid"
"64","Female","Married","24419.94","Employed","0.261","626","8683.29","Home","14.3","36","D5","7","38447.75","8661.88","2","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","<9k","paid"
"23","Male","Divorced","30757.32","Employed","0.207","739","10086.06","Debt consolidation","9.37","60","C1","4","21168.05","19675.01","5","0","1","2-Standard","5","C","<25","2. Standard(20-35%)","9-15k","paid"
"52","Female","Single","39034.64","Employed","0.156","680","20538.76","Debt consolidation","11.41","36","C1","5","31786.41","3709.23","6","1","1","2-Standard","3","C","50-59","1. Excellent(<20%)","15-21k","paid"
"30","Female","Single","61517.45","Employed","0.341","618","3646.96","Business","14.74","60","D1","3","60329.53","7494.17","2","0","1","2-Standard","5","D","25-34","2. Standard(20-35%)","<9k","paid"
"60","Female","Single","18685.7","Employed","0.186","623","9776.82","Medical","13.04","60","D3","2","21105.12","14304.03","2","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","9-15k","paid"
"58","Female","Married","36566.14","Unemployed","0.301","669","2636.03","Debt consolidation","11.96","60","D2","3","22285.21","1370.54","7","0","0","2-Standard","5","D","50-59","2. Standard(20-35%)","<9k","default"
"42","Male","Single","6105.99","Unemployed","0.131","582","16315.58","Medical","13.53","36","E3","4","8158.73","3732.04","1","0","0","2-Standard","3","E","35-49","1. Excellent(<20%)","15-21k","default"
"34","Male","Divorced","34847.8","Retired","0.163","688","9571.52","Home","12.12","36","C4","2","36057.91","30103.75","3","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","9-15k","paid"
"37","Other","Single","44607.79","Employed","0.288","671","11693.78","Debt consolidation","11.68","36","C5","7","33257.66","3806.11","5","0","0","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","default"
"41","Male","Single","39817.78","Retired","0.063","788","12010.82","Other","12.63","36","B4","4","33763.99","30781.92","0","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","9-15k","paid"
"71","Female","Single","118981.36","Employed","0.06","573","11219.58","Home","11.52","36","F4","8","155754.7","134630.63","0","0","1","3-Risky","3","F","60+","1. Excellent(<20%)","9-15k","paid"
"68","Female","Married","24555.52","Employed","0.164","715","11854.97","Debt consolidation","11.73","36","C3","2","19940.13","6346.96","2","0","0","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","default"
"35","Female","Married","29436.73","Employed","0.176","716","19327.4","Home","11.1","60","C3","9","49098.85","42048.94","3","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","15-21k","paid"
"35","Male","Single","31867.76","Employed","0.316","678","3139.37","Car","13.08","36","C5","5","52094.69","31257.17","1","0","0","2-Standard","3","C","35-49","2. Standard(20-35%)","<9k","default"
"21","Male","Married","49384.25","Employed","0.039","650","24585.46","Debt consolidation","13.54","36","D2","1","26541.19","8673.49","1","0","1","2-Standard","3","D","<25","1. Excellent(<20%)","21k","paid"
"44","Female","Single","105025.15","Employed","0.187","773","15808.72","Car","10.16","36","B2","4","97258.62","43464.91","1","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","15-21k","paid"
"75","Male","Married","69353.48","Employed","0.11","663","19554.35","Debt consolidation","15.42","36","D1","7","101750.54","54156.86","3","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","15-21k","default"
"75","Female","Married","26799.4","Employed","0.265","655","6934.66","Education","9.56","36","D4","2","36312.46","16152.55","1","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","<9k","paid"
"32","Female","Married","14065.48","Employed","0.231","615","9250.65","Debt consolidation","10.67","60","D4","2","20131.8","5838.44","4","0","1","2-Standard","5","D","25-34","2. Standard(20-35%)","9-15k","paid"
